,city,idx,url
2179,Shahepu,1363,http://aqicn.org/city/china/chengdu/shahepu/
2180,Liang Lane,1364,http://aqicn.org/city/china/chengdu/liangjiaxiang/
2181,Caotang Temple,1365,http://aqicn.org/city/china/chengdu/caotangsi/
2182,People,1366,http://aqicn.org/city/china/chengdu/renmingongyuan/
2183,Lingyansi,1367,http://aqicn.org/city/china/chengdu/lingyansi/
2184,Fuleshan,3598,http://aqicn.org/city/china/mianyang/fuleshan/
2185,Municipal People,3599,http://aqicn.org/city/china/mianyang/shirenda/
2186,High,3600,http://aqicn.org/city/china/mianyang/gaoxinquzilaishuigongsi/
2187,No,3601,http://aqicn.org/city/china/mianyang/sanshuichang/
2188,Dongshan Park,3602,http://aqicn.org/city/china/deyang/dongshangongyuan/
2189,Xixiaoqu,3603,http://aqicn.org/city/china/deyang/xixiaoqu/
2190,City Procuratorate,3604,http://aqicn.org/city/china/deyang/shijianchayuan/
2191,Refractory Factory,3605,http://aqicn.org/city/china/deyang/naihuocailiaochang/
2192,Nongnongping,3606,http://aqicn.org/city/china/panzhihua/longlongping/
2193,Hemenkou,3607,http://aqicn.org/city/china/panzhihua/hemenkou/
2194,Bingcaogang,3608,http://aqicn.org/city/china/panzhihua/bingcaogang/
2195,Renhe,3609,http://aqicn.org/city/china/panzhihua/renhe/
2196,Jinjina,3610,http://aqicn.org/city/china/panzhihua/jinjiang/
2197,Shima Middle,3611,http://aqicn.org/city/china/yibin/shimazhongxue/
2198,Municipal party,3612,http://aqicn.org/city/china/yibin/shiwei/
2199,No,3613,http://aqicn.org/city/china/yibin/yibinsizhong/
2200,City government,3614,http://aqicn.org/city/china/yibin/shizhengfu/
2201,Huangjinzui,3615,http://aqicn.org/city/china/yibin/huangjinzui/
2202,Shaping Middle,3616,http://aqicn.org/city/china/yibin/shapingzhongxue/
2203,Datang Hill,3617,http://aqicn.org/city/china/zigong/datangshan/
2204,Yanma Road,3618,http://aqicn.org/city/china/zigong/yanmalu/
2205,Tanmulin Street,3619,http://aqicn.org/city/china/zigong/tanmulinjie/
2206,Chunhua Road,3620,http://aqicn.org/city/china/zigong/chunhualu/
2207,Jiushi Hill,3621,http://aqicn.org/city/china/luzhou/jiushishan/
2208,Xiaoshishang Port,3622,http://aqicn.org/city/china/luzhou/xiaoshishangmatou/
2209,Lantianxian Bridge,3623,http://aqicn.org/city/china/luzhou/lantianxianqiao/
2210,City Environment,3624,http://aqicn.org/city/china/luzhou/shihuanjianzhan/
2211,X,3625,http://aqicn.org/city/china/nanchong/xishanfengjingqu/
2212,City Committee,3626,http://aqicn.org/city/china/nanchong/nanchongshiwei/
2213,Refinery Factory,3627,http://aqicn.org/city/china/nanchong/nanchonglianyouchang/
2214,Gaoping District,3628,http://aqicn.org/city/china/nanchong/gaopingqujiancezhan/
2215,Jialing District,3629,http://aqicn.org/city/china/nanchong/jialingquhuanbaoju/
2216,City Environmental,3630,http://aqicn.org/city/china/nanchong/shihuanjingjiancezhan/
2217,City Monitoring,5690,http://aqicn.org/city/china/najiang/shijiancezhan/
2218,Dongxing District,5691,http://aqicn.org/city/china/najiang/dongxingquzhengfu/
2219,No 2,5692,http://aqicn.org/city/china/najiang/najiangerzhong/
2220,n,5693,http://aqicn.org/city/china/najiang/najiangribaoshe/
2221,sh,5694,http://aqicn.org/city/china/suining/shixihao/
2222,City Monitoring,5695,http://aqicn.org/city/china/suining/shijiancezhan/
2223,Administrative center,5696,http://aqicn.org/city/china/suining/xingzhengzhongxin/
2224,m,5697,http://aqicn.org/city/china/suining/meiningshipingongsi/
2225,ni,5698,http://aqicn.org/city/china/leshan/niuerqiao/
2226,sh,5699,http://aqicn.org/city/china/leshan/shidisanshuichang/
2227,City Monitoring,5700,http://aqicn.org/city/china/leshan/shijiancezhan/
2228,Leshan Giant,5701,http://aqicn.org/city/china/leshan/leshandafujingqu/
2229,Heilongtan ,5702,http://aqicn.org/city/china/meishan/heilongtan/
2230,Bureau of,5703,http://aqicn.org/city/china/meishan/qixiangju/
2231,Xuguang Community,5704,http://aqicn.org/city/china/meishan/xuguangxiaoqu/
2232,City Monitoring,5705,http://aqicn.org/city/china/meishan/shijiancezhan/
2233,li,5706,http://aqicn.org/city/china/ziyang/lianhuashan/
2234,Ziyang middle,5707,http://aqicn.org/city/china/ziyang/ziyangzhongxue/
2235,s,5708,http://aqicn.org/city/china/ziyang/sisanyichang/
2236,sh,5709,http://aqicn.org/city/china/ziyang/shifanxiao/
2237,q,5710,http://aqicn.org/city/china/ziyang/qufayuan/
2238,Xiaoping,7001,http://aqicn.org/city/china/guangan/xiaopingjiuji/
2239,Municipal party,7002,http://aqicn.org/city/china/guangan/shiwei/
2240,y,7003,http://aqicn.org/city/china/guangan/youyizhongxue/
2241,R,7004,http://aqicn.org/city/china/guangan/rengonghu/
2242,gu,7005,http://aqicn.org/city/china/guangan/guangdianhuayuan/
2243,Daxing 526,7006,http://aqicn.org/city/china/yaan/daxing526tai/
2244,Jianan plant,7007,http://aqicn.org/city/china/yaan/jiananchang/
2245,City government,7008,http://aqicn.org/city/china/yaan/shizhengfu/
2246,Sichuan Agricultural,7009,http://aqicn.org/city/china/yaan/chuannongda/
2247,Dazhou Technical,7010,http://aqicn.org/city/china/dazhou/dazhouzhiyejishuxueyuan/
2248,City Environmental,7011,http://aqicn.org/city/china/dazhou/shihuanjingjiancezhan/
2249,f,7012,http://aqicn.org/city/china/dazhou/fenghuangxiaoqu/
2250,d,7013,http://aqicn.org/city/china/dazhou/daxianjiguanbinguan/
2251,Civic Center,7014,http://aqicn.org/city/china/dazhou/shizhengzhongxin/
2252,Zigong,1556,http://aqicn.org/city/zigong/
2253,Panzhihua,1557,http://aqicn.org/city/panzhihua/
2254,Luzhou,1558,http://aqicn.org/city/luzhou/
2255,Deyang,1559,http://aqicn.org/city/deyang/
2256,Mianyang,1560,http://aqicn.org/city/mianyang/
2257,Nanchong,1561,http://aqicn.org/city/nanchong/
2258,Yibin,1562,http://aqicn.org/city/yibin/
2259,Suining,5711,http://aqicn.org/city/suining/
2260,Neijiang,5712,http://aqicn.org/city/neijiang/
2261,Leshan,5713,http://aqicn.org/city/leshan/
2262,Meishan,5714,http://aqicn.org/city/meishan/
2263,Ziyang,5715,http://aqicn.org/city/ziyang/
2264,Jiuzhaigou,8535,http://aqicn.org/city/china/aba/jiuzhaigou/
2265,Hailuogou,8536,http://aqicn.org/city/china/ganzi/hailuogou/
2266,Heishipo,7043,http://aqicn.org/city/china/guangyuan/heishipo/
2267,Old Town,7044,http://aqicn.org/city/china/guangyuan/laocheng/
2268,Nanba,7045,http://aqicn.org/city/china/guangyuan/nanba/
2269,Monitoring station,7046,http://aqicn.org/city/china/guangyuan/jiancezhan/
2270,m,7976,http://aqicn.org/city/china/meishan/moyiguan/
2271,n,7047,http://aqicn.org/city/china/bazhong/nankangongyuan/
2272,City EPA,7048,http://aqicn.org/city/china/bazhong/shihuanbaoju/
2273,High School,7049,http://aqicn.org/city/china/bazhong/bazhongzhongxue/
2274,Shiliu middle,7050,http://aqicn.org/city/china/bazhong/shiliuzhong/
2275,State Institute,7550,http://aqicn.org/city/china/abazhou/zhounongkesuo/
2276,State Stations,7551,http://aqicn.org/city/china/abazhou/zhoujiancezhan/
2277,Mashi primary,7552,http://aqicn.org/city/china/abazhou/mashixiao/
2278,ji,7054,http://aqicn.org/city/china/ganzi/jiangjunqiao/
2279,shu,7055,http://aqicn.org/city/china/ganzi/shuiqiaozi/
2280,q,7056,http://aqicn.org/city/china/liangshan/qinglongsi/
2281,Qionghai Hotel,7057,http://aqicn.org/city/china/liangshan/qionghaibinguan/
2282,Xichang City,7058,http://aqicn.org/city/china/liangshan/xichangshizhengfu/
2283,Liangshan Prefecture,7059,http://aqicn.org/city/china/liangshan/liangshanzhouzhengfu/
2284,ch,7060,http://aqicn.org/city/china/liangshan/changan/
2285,sishi middle,7977,http://aqicn.org/city/china/panzhihua/sishizhongxiao/
2286,Junping Street,7979,http://aqicn.org/city/china/chengdu/junpingjie/
2287,D,8319,http://aqicn.org/city/china/chengdu/dashixilu/
2288,b,8757,http://aqicn.org/city/china/guangan/beichenxiaoxue/
2289,Su Ping,8934,http://aqicn.org/city/china/bazhong/sushanping/
2290,Vocational high,8935,http://aqicn.org/city/china/bazhong/zhiyezhongxue/
2291,,9876,http://aqicn.org/city/china/leshan/huahuwan/
2292,,9877,http://aqicn.org/city/china/zigong/qinggonglinlu/
2293,,9878,http://aqicn.org/city/china/zigong/tanmulintiyuguan/
2294,,9879,http://aqicn.org/city/china/ganzi/zhouhuanbaoju/
2295,,9880,http://aqicn.org/city/china/chengdu/longquanyiququzhengfu/
2296,City committee,9881,http://aqicn.org/city/china/meishan/shiweidangxiao/
2297,,9882,http://aqicn.org/city/china/meishan/qurensheju/
2298,,10952,http://aqicn.org/city/china/bazhong/liyanghuayuan/
2299,,10953,http://aqicn.org/city/china/bazhong/shengquanshuiwugongsi/
2300,State Institute,7051,http://aqicn.org/city/china/aba/zhounongkesuo/
2301,State Stations,7052,http://aqicn.org/city/china/aba/zhoujiancezhan/
2302,Mashi primary,7053,http://aqicn.org/city/china/aba/mashixiao/
2303,Renshou County,8936,http://aqicn.org/city/china/meishan/renshouxianguotuju/
2304,Hongya County,8937,http://aqicn.org/city/china/meishan/hongyaxianhuanbaoju/
2305,Danleng EPA,8938,http://aqicn.org/city/china/meishan/danlingxianhuanbaoju/
2306,Zigong rescue,8939,http://aqicn.org/city/china/zigong/zigongjiuzhuzhan/
2307,Panzhihua Central,8940,http://aqicn.org/city/china/panzhihua/panzhihuazhongxinyiyuan/
2308,Luzhou Medical,8941,http://aqicn.org/city/china/luzhou/luzhouyixueyuanchengbeixiaoqu/
2309,Deyang City,8942,http://aqicn.org/city/china/deyang/deyangshijiaoyuju/
2310,mianyang boya,8943,http://aqicn.org/city/china/mianyang/mianyangboyaxiaoxue/
2311,Nanchang No1,8944,http://aqicn.org/city/china/nanchong/nanchongshiyizhong/
2312,Yibin providers,8945,http://aqicn.org/city/china/yibin/yibinshangzhixiao/
2313,Fushun County,8946,http://aqicn.org/city/china/zigong/fushunxianxingzhengzhongxin/
2314,Miyi County,8947,http://aqicn.org/city/china/panzhihua/miyixianzhengfu/
2315,Luding County,8948,http://aqicn.org/city/china/luzhou/luxianhuanbaoju/
2316,Naxi District,8949,http://aqicn.org/city/china/luzhou/naxiquhuanbaoju/
2317,Xuyong County,8950,http://aqicn.org/city/china/luzhou/xuyongxianzhongyiyiyuan/
2318,Pingwu County,8951,http://aqicn.org/city/china/mianyang/pingwuxianhuanbaoju/
2319,Beichuan County,8952,http://aqicn.org/city/china/mianyang/beichuanxianjiancezhan/
2320,Yanting County,8953,http://aqicn.org/city/china/mianyang/yantingxianhuanbaoju/
2321,Santai County,8954,http://aqicn.org/city/china/mianyang/santaixianzhengwuzhongxin/
2322,Weiyuan County,8955,http://aqicn.org/city/china/najiang/weiyuanxianhuanbaoju/
2323,Longchang County,8956,http://aqicn.org/city/china/najiang/longchangxianguoshuiju/
2324,Shawan District,8957,http://aqicn.org/city/china/leshan/shawanquhuanbaoju/
2325,Qianwei County,8958,http://aqicn.org/city/china/leshan/jianweixianzhengfu/
2326,Muchuan County,8959,http://aqicn.org/city/china/leshan/muchuanxianhuanbaoju/
2327,Nanbu County,8960,http://aqicn.org/city/china/nanchong/nanbuxianhuanbaoju/
2328,EPA Peng,8961,http://aqicn.org/city/china/nanchong/penganxianhuanbaoju/
2329,Yilong EPA,8962,http://aqicn.org/city/china/nanchong/yilongxianhuanbaoju/
2330,Dazhu County,8963,http://aqicn.org/city/china/dazhou/dazhuxianhuanbaoju/
2331,Baoxing County,8964,http://aqicn.org/city/china/yaan/baoxingxianhuanbaoju/
2332,h,8965,http://aqicn.org/city/china/yaan/hanyuanxianfutangcunzizhan/
2333,Shimian County,8966,http://aqicn.org/city/china/yaan/shimianxianzhengwuzhongxin/
2334,Songpan County,8967,http://aqicn.org/city/china/aba/songpanxianchengbeizizhan/
2335,Xinlong County,8968,http://aqicn.org/city/china/ganzi/xinlongxianzhengfu/
2336,,9883,http://aqicn.org/city/china/ganzi/derongxiangonganju/
2337,Ganluo Hotel,8969,http://aqicn.org/city/china/liangshan/ganluobinguan/
2338,Jiangxian Chengguan,8970,http://aqicn.org/city/china/luzhou/hejiangxianchengguanzhongxue/
2339,Gulin County,8971,http://aqicn.org/city/china/luzhou/gulinxianjiansheju/
2340,Center No,8972,http://aqicn.org/city/china/deyang/sanzhongxin/
2341,Monitoring station,8973,http://aqicn.org/city/china/mianyang/jiancezhan/
2342,Chengbei district,8974,http://aqicn.org/city/china/mianyang/chengbeixinqu/
2343,xi,8975,http://aqicn.org/city/china/guangyuan/xiuchengbadian/
2344,Dazhong Bazi,8976,http://aqicn.org/city/china/guangyuan/dazhongbazizhan/
2345,suizhong experimental,8977,http://aqicn.org/city/china/suining/suizhongshiyanxiao/
2346,Environmental Monitoring,8978,http://aqicn.org/city/china/leshan/huanjingjiancezhan/
2347,Jiajiang County,8979,http://aqicn.org/city/china/leshan/jiajiangxianhuanjingjiancezhan/
2348,p,8980,http://aqicn.org/city/china/leshan/putishan/
2349,Crystal Plaza,8981,http://aqicn.org/city/china/leshan/emeishanshuijingguangchang/
2350,Emei Mountain,8982,http://aqicn.org/city/china/leshan/emeishanshanyuhu/
2351,Xichong EPA,8983,http://aqicn.org/city/china/nanchong/xichongxianhuanbaoju/
2352,b,8984,http://aqicn.org/city/china/nanchong/banxiakelishengchanjidi/
2353,Jiangan environmental,8985,http://aqicn.org/city/china/yibin/jianganxianhuanjingjiancezhanbangonglou/
2354,Gong County,8986,http://aqicn.org/city/china/yibin/gongxianhuanbaoju/
2355,Huaying EPA,8987,http://aqicn.org/city/china/guangan/huaningshihuanbaoju/
2356,xuanhan no2,8988,http://aqicn.org/city/china/dazhou/xuanhanxiandierzhongxue/
2357,Hexi vocational,8989,http://aqicn.org/city/china/dazhou/hexizhizhong/
2358,New Dachuan,8990,http://aqicn.org/city/china/dazhou/xindachuanqurenminyiyuan/
2359,zh,8991,http://aqicn.org/city/china/yaan/zhishuichang/
2360,Zhaoyang district,8992,http://aqicn.org/city/china/bazhong/chaoyangxinqu/
2361,Dengke primary,8993,http://aqicn.org/city/china/bazhong/dengkexiaoxue/
2362,xinyi primary,8994,http://aqicn.org/city/china/bazhong/xinyixiaoxue/
2363,Zhenwu Center,8995,http://aqicn.org/city/china/bazhong/zhengwuzhongxin/
2364,hedong district,8996,http://aqicn.org/city/china/ziyang/hedongxinquyinaolu/
2365,Aba County,8997,http://aqicn.org/city/china/aba/abaxianhuanbaolinyeju/
2366,Hongyuan county,8998,http://aqicn.org/city/china/aba/hongyuanxianrenminzhengfudayuan/
2367,Jinchuan Environmental,8999,http://aqicn.org/city/china/aba/jinchuanxianhuanbaolinyeju/
2368,Jiuzhaigou EPB,9000,http://aqicn.org/city/china/aba/jiuzhaigouxianhuanbaolinyeju/
2369,Yuexi County,9001,http://aqicn.org/city/china/liangshan/yuexixianhuanjingbaohuju/
2370,Xian county,9002,http://aqicn.org/city/china/liangshan/xianzhengfu/
2371,Zhenwu Center,9003,http://aqicn.org/city/china/liangshan/zhengwuzhongxin/
2372,Butuo County,9004,http://aqicn.org/city/china/liangshan/butuoxianhuanbaojulouding/
2373,North Gate,9005,http://aqicn.org/city/china/liangshan/beiguanjiedaozhan/
2374,chu,9006,http://aqicn.org/city/china/liangshan/chuanandian/
2375,Shahe Jinjiang,8537,http://aqicn.org/city/china/chengdu/shahejinjiangduan/
2376,City Youth,8538,http://aqicn.org/city/china/chengdu/shiqingshaonianhuodongzhongxin/
2377,Wu Hou,8539,http://aqicn.org/city/china/chengdu/wuhoukejiyuan/
2378,Lido Garden,8540,http://aqicn.org/city/china/chengdu/liduhuayuan/
2379,Yulin,8541,http://aqicn.org/city/china/chengdu/yulin/
2380,xi,8542,http://aqicn.org/city/china/chengdu/xiongmiaojidi/
2381,Western high,8543,http://aqicn.org/city/china/chengdu/gaoxinxiquchuangxinzhongxin/
2382,Longquanyi District,8544,http://aqicn.org/city/china/chengdu/longquanyiquhuanjingjiancezhan/
2383,Qingbaijiang District,8545,http://aqicn.org/city/china/chengdu/qingbaijiangquhuanjingjiancezhan/
2384,Chengxiang town,8546,http://aqicn.org/city/china/chengdu/chengxiangzhen/
2385,Xindu District,8547,http://aqicn.org/city/china/chengdu/xinduquhuanjingjiancezhan/
2386,s,8548,http://aqicn.org/city/china/chengdu/sanyuanwaiguoyuxuexiao/
2387,Chengdu Second,8549,http://aqicn.org/city/china/chengdu/chengdushidierxingzhengxueyuan/
2388,Art School,8550,http://aqicn.org/city/china/chengdu/yishuxuexiao/
2389,Jintang County,8551,http://aqicn.org/city/china/chengdu/jintangxianwuzhuangbu/
2390,Shuangliu County,8552,http://aqicn.org/city/china/chengdu/shuangliuxianhuanjingjiancezhan/
2391,Huayang,8553,http://aqicn.org/city/china/chengdu/huayangzhen/
2392,p,8554,http://aqicn.org/city/china/chengdu/pixiandangxiao/
2393,tuanjie town,8555,http://aqicn.org/city/china/chengdu/tuanjiezhen/
2394,ji,8556,http://aqicn.org/city/china/chengdu/jianxingjiashulou/
2395,Pujiang County,8557,http://aqicn.org/city/china/chengdu/pujiangxianhuanjingjiancezhan/
2396,School Resources,8558,http://aqicn.org/city/china/chengdu/huarunxuexiao/
2397,Pengzhou EPA,8559,http://aqicn.org/city/china/chengdu/pengzhoushihuanbaoju/
2398,Qionglai water,8560,http://aqicn.org/city/china/chengdu/qionglaishuiyegongsi/
2399,Chong City,8561,http://aqicn.org/city/china/chengdu/chongzhoushixingzhizhongxue/
2400,J,8703,http://aqicn.org/city/china/chengdu/jinzhongwaishixiao/
2401,Xinjin Secondary,8704,http://aqicn.org/city/china/chengdu/xinjinzhongxuewaiguoyushiyanxuexiao/
2402,H,9007,http://aqicn.org/city/china/chengdu/hongxingdianzhan/
2403,Ji,9008,http://aqicn.org/city/china/chengdu/jianyangshihuanjingjiancezhan/
2404,Sh,9475,http://aqicn.org/city/china/chengdu/shahe/
2405,Q,9476,http://aqicn.org/city/china/chengdu/qingshaoniangong/
2406,Jincheng Lake,9477,http://aqicn.org/city/china/chengdu/jinchenghu/
2407,West River,9478,http://aqicn.org/city/china/chengdu/xihe/
2408,Qingbaijiang library,9479,http://aqicn.org/city/china/chengdu/qingbaijiangtushuguan/
2409,Xindu Local,9480,http://aqicn.org/city/china/chengdu/xindudishuiju/
2410,Wenjiang Riverside,9481,http://aqicn.org/city/china/chengdu/wenjianglinjianglu/
2411,Shuangliu earthquake,9482,http://aqicn.org/city/china/chengdu/shuangliufangzhenjianzaiju/
2412,Shuangliu District,9483,http://aqicn.org/city/china/chengdu/shuangliuquhuanbaoju/
2413,Pujiang County,9484,http://aqicn.org/city/china/chengdu/pujiangxianweidangxiao/
2414,Dujiangyan EPB,9485,http://aqicn.org/city/china/chengdu/dujiangyanshihuanbaodalou/
2415,ji,9486,http://aqicn.org/city/china/chengdu/jianyangyinaolu/
2416,b,9487,http://aqicn.org/city/china/chengdu/beixingdadaoyiduan/
2417,Jinbo Road,10444,http://aqicn.org/city/china/chengdu/jinbolu/
2418,Qingquan Campus,11636,http://aqicn.org/city/china/chengdu/chengdushijishixueyuanqingbaijiangfenyuanqingquanxiaoqu/
2419,Xinmin Convenience,11637,http://aqicn.org/city/china/chengdu/xinminbianminfuwuzhan/
2420,Yongning,11638,http://aqicn.org/city/china/chengdu/yongning/
2421,Shuangliu Yong,11639,http://aqicn.org/city/china/chengdu/shuangliuyonganxiaoxue/
2422,Jintang Samsung,11640,http://aqicn.org/city/china/chengdu/jintangsanxingdaxuecheng/
2423,Hairong Pharmaceutical,11641,http://aqicn.org/city/china/chengdu/hairongyaoye/
2424,,11803,http://aqicn.org/city/china/chengdu/hebinyinxiang/
2425,,11886,http://aqicn.org/city/china/chengdu/jinyangxiaofangzhan/
2426,,11804,http://aqicn.org/city/china/chengdu/lijiatuo/
2427,,11805,http://aqicn.org/city/china/chengdu/xinjinyongshang/
2428,Guangyuan,7893,http://aqicn.org/city/guangyuan/
2429,Bazhong,7894,http://aqicn.org/city/bazhong/
2430,Ngawa Zong,7895,http://aqicn.org/city/ngawa-zong/
2431,Liangshan,7896,http://aqicn.org/city/liangshan/
2432,Shenyang US,496,http://aqicn.org/city/shenyang/usconsulate/
2433,Huishan,1247,http://aqicn.org/city/china/shenyang/huishan/
2434,Hunnan,1248,http://aqicn.org/city/china/shenyang/hunnaner/
2435,D,1249,http://aqicn.org/city/china/shenyang/dongruan/
2436,Zhangshi,1250,http://aqicn.org/city/china/shenyang/zhangshi/
2437,Artillery College,1251,http://aqicn.org/city/china/shenyang/paobingxueyuan/
2438,Beiling,1252,http://aqicn.org/city/china/shenyang/beiling/
2439,Wenyi Road,1253,http://aqicn.org/city/china/shenyang/wenyilu/
2440,Xiaoheyan,1254,http://aqicn.org/city/china/shenyang/xiaoheyan/
2441,Taiyuan Street,1255,http://aqicn.org/city/china/shenyang/taiyuanjie/
2442,Ermao,1256,http://aqicn.org/city/china/shenyang/ermao/
2443,Liaoning University,1257,http://aqicn.org/city/china/shenyang/liaoda/
2444,Ganjingzi,1258,http://aqicn.org/city/china/dalian/ganjingzi/
2445,Zhoushuizi,1259,http://aqicn.org/city/china/dalian/zhoushuizi/
2446,Xinghai No,1260,http://aqicn.org/city/china/dalian/xinghaisanzhan/
2447,Qingniwa Bridge,1261,http://aqicn.org/city/china/dalian/qingniwaqiao/
2448,Fujiazhuang,1262,http://aqicn.org/city/china/dalian/fujiazhuang/
2449,Qixianling,1263,http://aqicn.org/city/china/dalian/qixianling/
2450,Lushun,1264,http://aqicn.org/city/china/dalian/lvshun/
2451,Jinzhou,1265,http://aqicn.org/city/china/dalian/jinzhou/
2452,BDA,1266,http://aqicn.org/city/china/dalian/kaifaqu/
2453,D,1267,http://aqicn.org/city/china/dalian/shuangdgang/
2454,Bearing Factory,3492,http://aqicn.org/city/china/dandong/zhouchengchang/
2455,Financial school,3493,http://aqicn.org/city/china/dandong/caizhuan/
2456,Yuanbaoshan water,3494,http://aqicn.org/city/china/dandong/yuanbaoshanshuichang/
2457,Experimental Primary,3495,http://aqicn.org/city/china/dandong/shiyanxiaoxue/
2458,BDA,3496,http://aqicn.org/city/china/panjin/kaifaqu/
2459,Xinglongtai,3497,http://aqicn.org/city/china/panjin/xinglongtai/
2460,Dingxiang,3498,http://aqicn.org/city/china/panjin/dingxiang/
2461,No,3499,http://aqicn.org/city/china/yingkou/sanshuichang/
2462,Xi p,3500,http://aqicn.org/city/china/yingkou/xipaotai/
2463,Yingkou University,3501,http://aqicn.org/city/china/yingkou/yingkoudaxue/
2464,Botanical garden,3502,http://aqicn.org/city/china/yingkou/zhiwuyuan/
2465,Xishanpo,3503,http://aqicn.org/city/china/huludao/huludaoshixishanpo/
2466,Huagong hospital,3504,http://aqicn.org/city/china/huludao/huagongyiyuan/
2467,New district,3505,http://aqicn.org/city/china/huludao/xinqugongyuan/
2468,Lianshan district,3506,http://aqicn.org/city/china/huludao/lianshanquzhengfu/
2469,Dalian,1474,http://aqicn.org/city/dalian/
2470,Anshan,1475,http://aqicn.org/city/anshan/
2471,Fushun,1476,http://aqicn.org/city/fushun/
2472,Benxi,1477,http://aqicn.org/city/benxi/
2473,Jinzhou,1478,http://aqicn.org/city/jinzhou/
2474,Dandong,3476,http://aqicn.org/city/dandong/
2475,Huludao,3478,http://aqicn.org/city/huludao/
2476,Panjin,3479,http://aqicn.org/city/panjin/
2477,Yingkou,3480,http://aqicn.org/city/yingkou/
2478,Chaoyang,4345,http://aqicn.org/city/chaoyang/
2479,Tieling,4346,http://aqicn.org/city/tieling/
2480,Liaoyang,4347,http://aqicn.org/city/liaoyang/
2481,Fuxin,4348,http://aqicn.org/city/fuxin/
2482,Nanshan,4370,http://aqicn.org/city/china/jinzhou/nanshan/
2483,BDA,5242,http://aqicn.org/city/china/jinzhou/kaifaqu/
2484,Baigu Water,4369,http://aqicn.org/city/china/jinzhou/baigushuichang/
2485,Monitoring station,4368,http://aqicn.org/city/china/jinzhou/jiancezhan/
2486,Beihu Park,4367,http://aqicn.org/city/china/jinzhou/beihugongyuan/
2487,Dayu,4366,http://aqicn.org/city/china/benxi/dayu/
2488,Xihu,4365,http://aqicn.org/city/china/benxi/xihu/
2489,Caitun,4364,http://aqicn.org/city/china/benxi/caitun/
2490,Dongming,4363,http://aqicn.org/city/china/benxi/dongming/
2491,Occupational disease,4362,http://aqicn.org/city/china/benxi/zhiyebingyuan/
2492,Weining,4361,http://aqicn.org/city/china/benxi/weining/
2493,Shengou Temple,4354,http://aqicn.org/city/china/anshan/shengousi/
2494,Central Station,4353,http://aqicn.org/city/china/anshan/zhongxinzhan/
2495,Taiping Station,4352,http://aqicn.org/city/china/anshan/taipingzizhan/
2496,Tiexi,4351,http://aqicn.org/city/china/anshan/tiexi/
2497,M,4350,http://aqicn.org/city/china/anshan/mingdaxinqu/
2498,Qianshan Park,4349,http://aqicn.org/city/china/anshan/qianshangongyuan/
2499,Wanghua,4360,http://aqicn.org/city/china/fushun/wanghua/
2500,Xinhua,4359,http://aqicn.org/city/china/fushun/xinhua/
2501,Dongzhou,4358,http://aqicn.org/city/china/fushun/dongzhou/
2502,Train Station,4357,http://aqicn.org/city/china/fushun/zhanqian/
2503,Reservoir,4356,http://aqicn.org/city/china/fushun/shuiku/
2504,Shenfu new,4355,http://aqicn.org/city/china/fushun/shenfuxincheng/
2505,Industrial Area,4387,http://aqicn.org/city/china/fuxin/gongyeyuanqu/
2506,People,4386,http://aqicn.org/city/china/fuxin/renmingongyuan/
2507,Agricultural Area,4385,http://aqicn.org/city/china/fuxin/nongyeyuanqu/
2508,Environment protection,4384,http://aqicn.org/city/china/fuxin/huanbaoju/
2509,Yulong Xinchengzi,4383,http://aqicn.org/city/china/fuxin/yulongxinchengzizhan/
2510,Chemical Factory,4382,http://aqicn.org/city/china/liaoyang/liaohua/
2511,No,4381,http://aqicn.org/city/china/liaoyang/erlingyixuezhan/
2512,Yuanlin Compound,4380,http://aqicn.org/city/china/liaoyang/yuanlinxiaoqu/
2513,Steel Pipe,4379,http://aqicn.org/city/china/liaoyang/gangguanchang/
2514,Steel Factory,4378,http://aqicn.org/city/china/tieling/gangchang/
2515,Waterpark,4377,http://aqicn.org/city/china/tieling/shuishangleyuan/
2516,Benzhan,4376,http://aqicn.org/city/china/tieling/benzhan/
2517,Jinsha River,4375,http://aqicn.org/city/china/tieling/jinshajiang/
2518,Landscape Management,4373,http://aqicn.org/city/china/chaoyang/yuanlinguanlichu/
2519,Flour Mill,4372,http://aqicn.org/city/china/chaoyang/mianfenchang/
2520,Longcheng Agricultural,4371,http://aqicn.org/city/china/chaoyang/longchengnongyeyuanqu/
2521,No,4374,http://aqicn.org/city/china/chaoyang/yijiangoujianchang/
2522,h,5218,http://aqicn.org/city/china/shenyang/hunnandonglu/
2523,Tanglin Road,5216,http://aqicn.org/city/china/shenyang/donglinglu/
2524,wenhua street,5215,http://aqicn.org/city/china/shenyang/wenhualu/
2525,xu,5225,http://aqicn.org/city/china/yingkou/xuefunanlu/
2526,Daqing Road,5224,http://aqicn.org/city/china/yingkou/daqinglu/
2527,jinghu west,5223,http://aqicn.org/city/china/yingkou/jinghuxilu/
2528,jiangwan east,5222,http://aqicn.org/city/china/dandong/jiangwandonglu/
2529,linjiang houjie,5221,http://aqicn.org/city/china/dandong/linjianghoujie/
2530,yuanbaoshan,5220,http://aqicn.org/city/china/dandong/yuanbaoshan/
2531,minzhu bridge,5219,http://aqicn.org/city/china/dandong/minzhuqiao/
2532,x,5226,http://aqicn.org/city/china/panjin/xinshengjiedao/
2533,longgang district,5230,http://aqicn.org/city/china/huludao/longgangqu/
